customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0150,Female,0,No,Yes,15,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),29.23,438.88,No
CUST-0151,Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Two year,No,Electronic check,87.78,1654.38,No
CUST-0152,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),70.59,2052.84,Yes
CUST-0153,Male,0,Yes,No,22,Yes,No,Fiber optic,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.48,2038.41,Yes
CUST-0154,Male,0,Yes,No,25,Yes,No,No,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Electronic check,22.28,567.48,No
CUST-0155,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Two year,No,Electronic check,54.85,1059.98,No
CUST-0156,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.37,1800.32,Yes
CUST-0157,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),57.09,1656.16,No
CUST-0158,Male,0,No,No,41,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,Yes,Mailed check,91.69,3754.63,No
CUST-0159,Female,0,Yes,No,2,No,No phone service,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.42,33.11,Yes
CUST-0160,Female,0,Yes,No,57,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),45.34,2580.0,No
CUST-0161,Female,0,Yes,No,34,No,No phone service,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,40.5,1388.8,No
CUST-0162,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Electronic check,102.55,4310.97,No
CUST-0163,Male,0,No,Yes,49,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No,One year,Yes,Electronic check,74.36,3627.53,No
CUST-0164,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),75.96,1001.36,Yes
CUST-0165,Female,0,Yes,No,18,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,25.36,457.75,No
CUST-0166,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,79.84,4484.86,No
CUST-0167,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.19,1257.41,No
CUST-0168,Male,0,Yes,No,35,Yes,No,No,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),20.03,703.31,Yes
CUST-0169,Female,0,No,No,29,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.98,1346.76,Yes
CUST-0170,Male,0,No,No,49,Yes,Yes,No,No,Yes,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),25.18,1220.38,No
CUST-0171,Female,0,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,27.75,1461.8,No
CUST-0172,Female,0,Yes,No,10,No,No phone service,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),22.36,212.78,Yes
CUST-0173,Male,0,No,No,30,Yes,No,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,28.3,868.24,Yes
CUST-0174,Female,0,No,No,25,Yes,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,27.84,697.39,Yes
CUST-0175,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),105.87,6549.28,No
CUST-0176,Female,0,No,No,5,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,27.58,121.89,Yes
CUST-0177,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,34.11,1762.27,No
CUST-0178,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.19,2902.66,Yes
CUST-0179,Female,0,No,No,23,Yes,No,No,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),19.41,443.04,No
CUST-0180,Male,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.89,1086.22,Yes
CUST-0181,Male,1,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.17,2667.55,Yes
CUST-0182,Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,77.78,297.01,Yes
CUST-0183,Male,0,No,No,26,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,76.65,1992.5,No
CUST-0184,Male,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,No,Electronic check,94.69,2541.94,No
CUST-0185,Male,0,No,No,1,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.92,104.34,Yes
CUST-0186,Male,0,Yes,Yes,33,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),21.88,716.73,No
CUST-0187,Male,0,Yes,No,39,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),37.89,1472.65,No
CUST-0188,Male,0,Yes,No,31,Yes,Yes,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Mailed check,30.01,929.25,No
CUST-0189,Female,0,Yes,Yes,24,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,25.87,618.73,Yes
CUST-0190,Male,1,Yes,No,4,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),19.56,98.03,Yes
CUST-0191,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,98.71,1186.28,Yes
CUST-0192,Female,0,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),86.0,3681.37,No
CUST-0193,Male,0,No,Yes,61,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Two year,Yes,Mailed check,45.83,2799.95,No
CUST-0194,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),49.66,3511.92,No
CUST-0195,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,90.9,1162.93,Yes
CUST-0196,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),74.93,2566.41,Yes
CUST-0197,Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),104.38,4603.51,No
CUST-0198,Male,0,No,Yes,44,Yes,No,DSL,No,Yes,No internet service,No,No internet service,Yes,Two year,No,Mailed check,48.94,2172.62,No
CUST-0199,Female,0,No,Yes,52,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),21.56,1120.12,No
CUST-0200,Female,1,No,Yes,24,Yes,No,No,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),29.02,697.73,No
CUST-0201,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),101.74,4157.92,No
CUST-0202,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,77.41,2234.74,Yes
CUST-0203,Female,0,Yes,Yes,10,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.55,329.02,Yes
CUST-0204,Female,0,No,No,63,Yes,No,No,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),28.82,1809.63,No
CUST-0205,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,73.48,2731.89,No
CUST-0206,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.04,164.48,Yes
CUST-0207,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),21.05,113.4,Yes
CUST-0208,Female,1,No,Yes,13,Yes,No,No,No,No,No,Yes,No,No internet service,One year,No,Credit card (automatic),27.83,362.1,No
CUST-0209,Female,0,No,No,5,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,28.56,149.88,Yes
CUST-0210,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,70.1,1601.78,Yes
CUST-0211,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.52,872.9,Yes
CUST-0212,Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card (automatic),90.61,5166.39,No
CUST-0213,Male,0,Yes,No,69,Yes,No,No,No internet service,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,19.05,1300.79,No
CUST-0214,Female,0,No,No,35,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,No,Credit card (automatic),26.63,935.33,Yes
CUST-0215,Female,0,No,No,26,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No internet service,One year,Yes,Credit card (automatic),50.44,1331.5,No
CUST-0216,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,33.84,561.34,Yes
CUST-0217,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.43,2039.01,Yes
CUST-0218,Female,0,Yes,No,66,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,20.3,1327.77,No
CUST-0219,Female,0,Yes,No,55,No,No phone service,No,No,No,No,Yes,No,No,One year,No,Electronic check,25.37,1406.39,No
CUST-0220,Male,0,No,Yes,60,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,32.22,1942.81,No
CUST-0221,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),80.23,4083.54,No
CUST-0222,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,82.08,1798.85,No
CUST-0223,Male,0,Yes,No,9,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,27.67,260.77,Yes
CUST-0224,Male,0,No,No,4,Yes,No,No,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,28.12,110.96,Yes
CUST-0225,Male,0,Yes,No,14,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,21.05,303.9,Yes
CUST-0226,Female,1,No,No,34,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),102.38,3466.88,Yes
CUST-0227,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Electronic check,100.67,1725.43,No
CUST-0228,Male,1,Yes,Yes,3,Yes,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.41,165.67,Yes
CUST-0229,Male,1,No,Yes,50,Yes,Yes,DSL,No internet service,No,No,No,No,No,Two year,No,Bank transfer (automatic),28.67,1450.02,No
CUST-0230,Male,0,Yes,No,42,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,No,Mailed check,18.05,743.22,No
CUST-0231,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Electronic check,26.18,1129.46,No
CUST-0232,Female,1,No,No,3,Yes,No,No,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.01,63.98,Yes
CUST-0233,Male,0,No,No,61,Yes,No,No,No,No,No,Yes,No internet service,Yes,One year,No,Electronic check,25.86,1571.81,No
CUST-0234,Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.41,3106.43,Yes
CUST-0235,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,77.14,907.17,Yes
CUST-0236,Female,0,Yes,No,19,No,No phone service,No,No,No,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,18.92,369.41,No
CUST-0237,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),22.08,333.24,No
CUST-0238,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,29.24,713.24,No
CUST-0239,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),95.52,2968.3,No
CUST-0240,Male,0,No,No,11,Yes,No,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),28.75,314.92,Yes
CUST-0241,Male,1,Yes,No,70,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,18.82,1298.92,No
CUST-0242,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),72.34,1320.87,No
CUST-0243,Male,0,No,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,42.35,949.71,No
CUST-0244,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),80.98,648.37,Yes
CUST-0245,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,93.88,453.16,Yes
CUST-0246,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,97.03,1465.69,No
CUST-0247,Male,1,No,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,54.67,983.71,No
CUST-0248,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Two year,Yes,Credit card (automatic),87.83,6052.48,No
CUST-0249,Female,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,98.98,3266.02,No
CUST-0250,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),70.63,2614.31,No
CUST-0251,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,83.64,420.73,Yes
CUST-0252,Female,1,No,No,13,Yes,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,231.68,No
CUST-0253,Female,0,No,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,94.13,6687.37,No
CUST-0254,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),83.49,2688.4,Yes
CUST-0255,Male,0,No,No,29,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22.55,648.56,Yes
CUST-0256,Female,1,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,100.9,2228.94,No
CUST-0257,Male,0,Yes,No,29,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,52.52,1538.72,No
CUST-0258,Male,0,No,Yes,65,Yes,No,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,40.01,2598.91,No
CUST-0259,Female,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No,No,No,No,One year,No,Mailed check,93.83,2155.83,No
CUST-0260,Female,1,No,No,33,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,86.05,2843.65,Yes
CUST-0261,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),84.68,1951.26,No
CUST-0262,Male,0,No,No,24,No,No phone service,DSL,No,No internet service,No,No internet service,No,Yes,Two year,No,Mailed check,58.6,1418.63,No
CUST-0263,Female,0,Yes,No,19,No,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,58.31,1106.9,No
CUST-0264,Female,0,Yes,No,16,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,25.44,426.91,No
CUST-0265,Female,0,No,No,62,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Two year,No,Mailed check,103.27,6385.4,No
CUST-0266,Female,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,No,Mailed check,96.78,6658.23,No
CUST-0267,Female,1,No,No,30,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Electronic check,72.8,2189.53,No
CUST-0268,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,95.61,6301.98,No
CUST-0269,Female,1,No,No,27,Yes,No,No,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),27.91,743.25,Yes
CUST-0270,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),43.81,299.17,Yes
CUST-0271,Female,0,No,No,56,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,97.21,5433.74,No
CUST-0272,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,79.23,1486.66,No
CUST-0273,Female,0,No,No,40,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),88.27,3549.84,No
CUST-0274,Male,1,No,No,66,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,77.61,5111.29,No
CUST-0275,Male,0,No,No,32,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,25.54,826.6,Yes
CUST-0276,Female,0,Yes,No,30,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,24.39,742.27,Yes
CUST-0277,Female,0,No,Yes,43,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),30.51,1329.23,No
CUST-0278,Female,0,No,No,62,Yes,No,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),23.4,1431.9,No
CUST-0279,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,87.85,4846.86,No
CUST-0280,Male,0,Yes,No,29,No,No phone service,DSL,No,No internet service,No internet service,Yes,Yes,No,One year,No,Electronic check,32.13,933.0,No
CUST-0281,Male,1,Yes,No,17,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,93.22,1590.02,No
CUST-0282,Male,0,Yes,Yes,29,Yes,No,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),21.16,619.41,No
CUST-0283,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,108.47,1314.39,Yes
CUST-0284,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.51,74.35,Yes
CUST-0285,Female,1,No,Yes,48,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,One year,Yes,Bank transfer (automatic),100.19,4818.61,No
CUST-0286,Female,0,No,No,13,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.97,780.76,No
CUST-0287,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.4,1237.65,No
CUST-0288,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.94,936.54,Yes
CUST-0289,Female,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,29.17,892.16,Yes
CUST-0290,Male,0,No,Yes,14,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,One year,No,Electronic check,34.02,496.03,No
CUST-0291,Male,1,Yes,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),53.12,1258.42,Yes
CUST-0292,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),109.25,3803.82,Yes
CUST-0293,Male,0,Yes,Yes,62,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),44.46,2738.53,No
CUST-0294,Male,0,Yes,No,19,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,48.97,924.19,No
CUST-0295,Female,0,No,No,30,Yes,Yes,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),22.08,667.86,No
CUST-0296,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.97,745.53,Yes
CUST-0297,Female,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,No,Electronic check,70.8,1821.05,No
CUST-0298,Female,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),50.46,1632.19,No
CUST-0299,Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,30.96,570.16,No
CUST-0300,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,52.82,1491.23,No
